fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,ln_fixed acidity,ln_volatile acidity,ln_citric acid,ln_residual sugar,ln_chlorides,ln_free sulfur dioxide,ln_total sulfur dioxide,ln_density,ln_pH,ln_sulphates,ln_alcohol,quality
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,2.557227311,-1.049822124,-0.713349888,1.757857918,-2.718100537,1.609437912,3.555348061,0.001399021,1.16315081,-0.415515444,2.48490665,7
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,2.415913778,-0.693147181,-0.301105093,1.638996715,-2.302585093,1.609437912,2.833213344,-0.00040008,1.16938136,-0.478035801,2.415913778,5
9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,2.219203484,-0.527632742,-1.427116356,1.193922468,-2.292634762,2.995732274,3.850147602,-0.001200721,1.181727195,-0.400477567,2.261763098,5
9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,2.251291799,-0.776528789,-0.713349888,1.840549633,-2.748872196,1.609437912,2.833213344,-0.001200721,1.166270937,-0.314710745,2.397895273,6
9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,2.2300144,-0.335472736,-1.427116356,0.741937345,-2.659260037,1.609437912,2.995732274,-0.003405793,1.137833002,-0.527632742,2.292534757,5
11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,2.415913778,-0.415515444,-1.427116356,0.916290732,-2.465104022,2.772588722,3.970291914,-0.000700245,1.118414916,-0.328504067,2.397895273,6
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,2.660259537,-1.171182982,-0.301105093,0.587786665,-2.590267165,1.791759469,2.708050201,0.00079968,1.050821625,-0.235722334,2.128231706,6
9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,2.208274414,-0.755022584,-0.713349888,0.955511445,-2.364460497,3.63758616,4.663439094,-0.001801622,1.124929597,-0.527632742,2.208274414,5
7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,2.014903021,-0.597837001,-1.427116356,0.693147181,-2.551046452,2.302585093,3.33220451,-0.001701447,1.238374231,-0.248461359,2.251291799,6
10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,2.360854001,-1.171182982,-0.713349888,0.916290732,-2.70306266,1.791759469,3.044522438,-0.001300846,1.181727195,-0.15082289,2.370243741,6
12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,2.517696473,-1.049822124,-0.713349888,0.955511445,-2.538307427,3.295836866,4.234106505,-0.00060018,1.137833002,-0.287682072,2.341805806,6
9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,2.197224577,-0.634878272,-0.713349888,0.641853886,-1.766091722,1.791759469,3.218875825,-0.00250313,1.184789985,-0.494296322,2.240709689,6
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,1.916922612,-0.673344553,-4.605170186,0.741937345,-2.603690186,2.197224577,3.218875825,-0.004208845,1.202972304,-0.579818495,2.251291799,6
9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,2.240709689,-0.84397007,-1.427116356,1.029619417,-2.385966702,2.63905733,3.80666249,-0.002002003,1.160020917,-0.314710745,2.302585093,6
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,2.251291799,-0.776528789,-1.427116356,0.993251773,-2.385966702,2.63905733,3.784189634,-0.002002003,1.137833002,-0.301105093,2.302585093,6
5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,1.609437912,0.039220713,-1.427116356,0.470003629,-2.995732274,3.465735903,4.564348191,-0.006621876,1.319085611,-0.478035801,2.442347035,5
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,2.740840024,-0.438504962,-0.713349888,1.435084525,-2.353878387,2.302585093,3.135494216,0.003145049,1.071583616,-0.301105093,2.406945108,5
15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,2.740840024,-0.438504962,-0.713349888,1.435084525,-2.353878387,2.302585093,3.135494216,0.003145049,1.071583616,-0.301105093,2.406945108,5
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,2.388762789,-0.634878272,-0.713349888,1.526056303,-2.137070655,2.302585093,2.833213344,0.00019998,1.121677562,-0.579818495,2.459588842,6
15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,2.747270914,-0.438504962,-0.713349888,1.435084525,-2.353878387,2.302585093,3.135494216,0.003145049,1.071583616,-0.301105093,2.406945108,5
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,2.388762789,-0.634878272,-0.713349888,1.526056303,-2.137070655,2.302585093,2.833213344,0.00019998,1.121677562,-0.579818495,2.459588842,6
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,2.564949357,-0.755022584,-0.713349888,1.458615023,-2.465104022,1.791759469,3.850147602,0.002097798,1.193922468,-0.385662481,2.541601993,6
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,2.541601993,-0.510825624,-0.713349888,1.029619417,-2.590267165,1.609437912,2.944438979,-0.00060018,1.1442228,-0.562118918,2.433613355,5
9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,2.197224577,-0.820980552,-0.713349888,0.875468737,-2.551046452,3.258096538,4.795790546,-0.002202424,1.172482137,-0.544727175,2.219203484,5
9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,2.197224577,-0.616186139,-0.713349888,1.064710737,-2.364460497,3.713572067,4.700480366,-0.001801622,1.124929597,-0.494296322,2.219203484,5
7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,2.028148247,-1.237874356,-0.713349888,0.993251773,-2.385966702,3.218875825,4.094344562,-0.002904213,1.196948189,-0.494296322,2.312535424,6
13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,2.564949357,-0.755022584,-0.713349888,1.458615023,-2.465104022,1.791759469,3.850147602,0.002097798,1.193922468,-0.385662481,2.541601993,6
12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,2.541601993,-0.510825624,-0.713349888,1.029619417,-2.590267165,1.609437912,2.944438979,-0.00060018,1.1442228,-0.562118918,2.433613355,5
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,2.163323026,-0.356674944,-1.427116356,0.916290732,-1.48722028,1.609437912,2.708050201,-0.000900405,1.199964783,-0.510825624,2.197224577,6
8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,2.163323026,-0.356674944,-1.427116356,0.916290732,-1.48722028,1.609437912,2.708050201,-0.000900405,1.199964783,-0.510825624,2.197224577,6
9.8,0.5,0.49,2.6,0.25,5,20,0.999,3.31,0.79,10.7,2.282382386,-0.693147181,-0.713349888,0.955511445,-1.386294361,1.609437912,2.995732274,-0.0010005,1.196948189,-0.235722334,2.370243741,6
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1.824549292,-1.021651248,-1.427116356,0.78845736,-2.353878387,2.944438979,3.737669618,-0.005414633,1.272565596,-0.562118918,2.459588842,6
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,2.442347035,-1.049822124,-0.713349888,1.193922468,-2.659260037,2.302585093,3.610917913,0.000299955,1.199964783,-0.094310679,2.397895273,6
6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7,1.824549292,-1.021651248,-1.427116356,0.78845736,-2.353878387,2.944438979,3.737669618,-0.005414633,1.272565596,-0.562118918,2.459588842,6
10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,2.32238772,-1.427116356,-0.713349888,0.875468737,-2.590267165,2.302585093,3.33220451,-0.002202424,1.1442228,-0.494296322,2.341805806,5
10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6,2.351375257,-0.527632742,-0.713349888,0.741937345,-2.659260037,2.63905733,3.850147602,-0.000900405,1.193922468,-0.579818495,2.261763098,4
10.6,0.34,0.49,3.2,0.078,20,78,0.9992,3.19,0.7,10,2.360854001,-1.078809661,-0.713349888,1.16315081,-2.551046452,2.995732274,4.356708827,-0.00080032,1.160020917,-0.356674944,2.302585093,6
12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,2.509599262,-1.30933332,-0.713349888,1.131402111,-2.538307427,3.33220451,3.828641396,-0.000700245,1.16315081,-0.223143551,2.32238772,6
9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10,2.292534757,-0.693147181,-1.427116356,0.832909123,-2.273026291,1.791759469,2.63905733,-0.002202424,1.205970807,-0.653926467,2.302585093,4
8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5,2.174751721,-0.820980552,-0.713349888,1.029619417,-2.488914671,2.890371758,4.709530201,-0.001801622,1.193922468,-0.510825624,2.251291799,5
8.8,0.47,0.49,2.9,0.085,17,110,0.9982,3.29,0.6,9.8,2.174751721,-0.755022584,-0.713349888,1.064710737,-2.465104022,2.833213344,4.700480366,-0.001801622,1.190887565,-0.510825624,2.282382386,5
10.6,0.31,0.49,2.2,0.063,18,40,0.9976,3.14,0.51,9.8,2.360854001,-1.171182982,-0.713349888,0.78845736,-2.764620553,2.890371758,3.688879454,-0.002402885,1.1442228,-0.673344553,2.282382386,6
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,2.509599262,-0.693147181,-0.713349888,0.78845736,-2.419118909,1.609437912,2.63905733,0.00019998,1.160020917,-0.820980552,2.261763098,5
12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,2.509599262,-0.693147181,-0.713349888,0.78845736,-2.419118909,1.609437912,2.63905733,0.00019998,1.160020917,-0.820980552,2.261763098,5
11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,2.459588842,-0.713349888,-0.713349888,0.78845736,-2.488914671,1.609437912,2.708050201,0,1.160020917,-0.84397007,2.219203484,5
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,2.48490665,-1.272965676,-0.713349888,0.641853886,-2.603690186,2.302585093,3.044522438,-0.002402885,1.091923301,-0.415515444,2.292534757,7
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,2.468099531,-1.108662625,-0.713349888,1.223775432,-2.375155786,3.988984047,4.382026635,0.00019998,1.193922468,-0.274436846,2.370243741,7
7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,2.028148247,-0.673344553,-1.427116356,0.875468737,-2.396895772,2.079441542,3.63758616,-0.002002003,1.244154594,-0.415515444,2.261763098,6
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,2.406945108,-1.171182982,-0.713349888,0.993251773,-2.364460497,2.772588722,3.850147602,-0.001400981,1.137833002,0.019802627,2.360854001,7
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,1.987874348,-0.314710745,-1.427116356,0.641853886,-2.225624052,2.890371758,4.624972813,-0.003305457,1.181727195,-0.527632742,2.2300144,5
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,1.609437912,-0.867500568,-1.427116356,0.693147181,-2.813410717,2.944438979,3.912023005,-0.008334637,1.313723668,-0.301105093,2.63905733,8
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,2.32238772,-1.237874356,-0.713349888,0.955511445,-2.830217835,1.609437912,2.564949357,-0.002402885,1.115141591,-0.301105093,2.351375257,7
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,2.197224577,-0.798507696,-0.713349888,0.955511445,-2.47693848,3.044522438,4.317488114,-0.001300846,1.208960346,-0.562118918,2.272125886,5
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,1.887069649,-0.94160854,-0.713349888,0.530628251,-2.659260037,3.135494216,5.003946306,-0.007830579,1.137833002,-0.693147181,2.442347035,6
9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,2.197224577,-0.798507696,-0.713349888,0.955511445,-2.47693848,3.044522438,4.317488114,-0.001300846,1.208960346,-0.562118918,2.272125886,5
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,2.292534757,-0.713349888,-0.544727175,1.252762968,-2.364460497,2.197224577,3.761200116,0.00039992,1.190887565,-0.544727175,2.197224577,5
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,2.066862759,-0.328504067,-1.771956842,0.955511445,-2.343407088,2.995732274,3.63758616,-0.002202424,1.223775432,-0.634878272,2.251291799,5
8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,2.186051277,-0.519193873,-0.891598119,2.066862759,-2.453407983,3.401197382,4.691347882,-0.00020002,1.184789985,-0.562118918,2.2300144,5
12.4,0.4,0.51,2,0.059,6,24,0.9994,3.04,0.6,9.3,2.517696473,-0.916290732,-0.673344553,0.693147181,-2.830217835,1.791759469,3.17805383,-0.00060018,1.111857515,-0.510825624,2.2300144,6
11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,2.4765384,-0.544727175,-0.544727175,0.641853886,-2.645075402,1.609437912,2.890371758,-0.002002003,1.128171091,-0.46203546,2.302585093,6
8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,2.140066163,-0.536143432,-1.714798428,0.741937345,-2.551046452,1.609437912,3.401197382,-0.003305457,1.16315081,-0.733969175,2.282382386,6
12.7,0.59,0.45,2.3,0.082,11,22,1,3,0.7,9.3,2.541601993,-0.527632742,-0.798507696,0.832909123,-2.501036032,2.397895273,3.091042453,0,1.098612289,-0.356674944,2.2300144,6
8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,2.104134154,-0.088831214,-1.30933332,0.741937345,-2.430418465,1.945910149,3.135494216,-0.003807238,1.181727195,-0.755022584,2.302585093,4
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,2.58021683,-0.776528789,-0.653926467,0.78845736,-2.645075402,2.48490665,3.555348061,0.00059982,1.131402111,-0.579818495,2.197224577,6
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,2.041220329,-0.180323554,-6.907755279,0.955511445,-2.513306124,1.791759469,2.63905733,-0.00250313,1.193922468,-0.653926467,2.2300144,5
13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,2.58021683,-0.776528789,-0.653926467,0.78845736,-2.645075402,2.48490665,3.555348061,0.00059982,1.131402111,-0.579818495,2.197224577,6
8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,2.116255515,-0.544727175,-2.040220829,1.064710737,-2.343407088,2.63905733,4.143134726,-0.001601281,1.153731588,-0.478035801,2.208274414,6
8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,2.116255515,-0.510825624,-2.040220829,0.955511445,-2.465104022,1.791759469,3.17805383,-0.001601281,1.196948189,-0.527632742,2.219203484,6
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,2.240709689,-0.891598119,-0.733969175,1.526056303,-2.63108916,2.302585093,2.995732274,-0.002703652,1.205970807,-0.235722334,2.501435952,7
8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,2.174751721,-0.733969175,-0.891598119,1.193922468,-2.385966702,3.258096538,3.951243719,-0.001801622,1.196948189,-0.634878272,2.351375257,6
10.1,0.65,0.37,5.1,0.11,11,65,1.0026,3.32,0.64,10.4,2.312535424,-0.430782916,-0.994252273,1.62924054,-2.207274913,2.397895273,4.17438727,0.002596626,1.199964783,-0.446287103,2.341805806,6
6.3,0.36,0.19,3.2,0.075,15,39,0.9956,3.56,0.52,12.7,1.840549633,-1.021651248,-1.660731207,1.16315081,-2.590267165,2.708050201,3.663561646,-0.004409708,1.269760545,-0.653926467,2.541601993,6
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,2.174751721,-1.427116356,-0.616186139,0.916290732,-2.488914671,3.218875825,4.043051268,-0.001701447,1.220829921,-0.616186139,2.219203484,5
13.2,0.38,0.55,2.7,0.081,5,16,1.0006,2.98,0.54,9.4,2.58021683,-0.967584026,-0.597837001,0.993251773,-2.513306124,1.609437912,2.772588722,0.00059982,1.091923301,-0.616186139,2.240709689,5
7.5,0.64,0,2.4,0.077,18,29,0.9965,3.32,0.6,10,2.014903021,-0.446287103,-6.907755279,0.875468737,-2.563949857,2.890371758,3.36729583,-0.003506139,1.199964783,-0.510825624,2.302585093,6
8.2,0.39,0.38,1.5,0.058,10,29,0.9962,3.26,0.74,9.8,2.104134154,-0.94160854,-0.967584026,0.405465108,-2.847312268,2.302585093,3.36729583,-0.003807238,1.181727195,-0.301105093,2.282382386,5
9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,2.219203484,-0.28103753,-1.714798428,0.78845736,-1.910543005,2.302585093,4.634728988,-0.003104815,1.05431203,0.3074847,2.32238772,6
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,2.261763098,-0.510825624,-0.693147181,0.832909123,-2.538307427,3.33220451,4.262679877,-0.000300045,1.252762968,-0.562118918,2.272125886,5
9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,2.261763098,-0.510825624,-0.693147181,0.832909123,-2.538307427,3.33220451,4.262679877,-0.000300045,1.252762968,-0.562118918,2.272125886,5
11.5,0.31,0.51,2.2,0.079,14,28,0.9982,3.03,0.93,9.8,2.442347035,-1.171182982,-0.673344553,0.78845736,-2.538307427,2.63905733,3.33220451,-0.001801622,1.10856262,-0.072570693,2.282382386,6
11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,2.433613355,-0.776528789,-0.693147181,0.993251773,-2.103734234,1.386294361,2.833213344,0.00059982,1.141033005,-0.356674944,2.32238772,5
11.3,0.37,0.41,2.3,0.088,6,16,0.9988,3.09,0.8,9.3,2.424802726,-0.994252273,-0.891598119,0.832909123,-2.430418465,1.791759469,2.772588722,-0.001200721,1.128171091,-0.223143551,2.2300144,5
8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,2.116255515,-0.616186139,-1.427116356,1.223775432,-2.577021939,2.772588722,4.718498871,-0.002402885,1.184789985,-0.494296322,2.240709689,5
8.2,0.56,0.23,3.4,0.078,14,104,0.9976,3.28,0.62,9.4,2.104134154,-0.579818495,-1.46967597,1.223775432,-2.551046452,2.63905733,4.644390899,-0.002402885,1.187843422,-0.478035801,2.240709689,5
10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,2.302585093,-0.544727175,-1.514127733,0.641853886,-2.525728644,2.197224577,3.465735903,-0.002603386,1.141033005,-0.597837001,2.251291799,5
7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,2.066862759,-0.673344553,-1.386294361,1.064710737,-2.563949857,3.044522438,3.80666249,-0.002603386,1.249901736,-0.040821995,2.493205453,6
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,1.916922612,-0.371063681,-6.907755279,1.722766598,-2.087473713,3.044522438,4.060443011,-0.000300045,1.241268589,-0.328504067,2.32238772,5
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,1.916922612,-0.371063681,-6.907755279,1.722766598,-2.087473713,3.044522438,4.060443011,-0.000300045,1.241268589,-0.328504067,2.32238772,5
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,2.174751721,-0.510825624,-1.237874356,0.78845736,-2.3227878,1.609437912,2.708050201,-0.001200721,1.211940974,-0.713349888,2.208274414,5
8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,2.174751721,-0.510825624,-1.237874356,0.78845736,-2.3227878,1.609437912,2.708050201,-0.001200721,1.211940974,-0.713349888,2.208274414,5
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,2.163323026,-0.616186139,-1.347073648,0.916290732,-2.3330443,1.945910149,3.433987204,-0.002402885,1.184789985,-0.510825624,2.2300144,6
7.6,0.685,0.23,2.3,0.111,20,84,0.9964,3.21,0.61,9.3,2.028148247,-0.378336441,-1.46967597,0.832909123,-2.198225078,2.995732274,4.430816799,-0.003606496,1.166270937,-0.494296322,2.2300144,5
8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,2.163323026,-0.616186139,-1.347073648,0.916290732,-2.3330443,1.945910149,3.433987204,-0.002402885,1.184789985,-0.510825624,2.2300144,6
10.4,0.28,0.54,2.7,0.105,5,19,0.9988,3.25,0.63,9.5,2.341805806,-1.272965676,-0.616186139,0.993251773,-2.253794929,1.609437912,2.944438979,-0.001200721,1.178654996,-0.46203546,2.251291799,5
7.6,0.41,0.14,3,0.087,21,43,0.9964,3.32,0.57,10.5,2.028148247,-0.891598119,-1.966112856,1.098612289,-2.44184716,3.044522438,3.761200116,-0.003606496,1.199964783,-0.562118918,2.351375257,6
10.1,0.935,0.22,3.4,0.105,11,86,1.001,3.43,0.64,11.3,2.312535424,-0.06720875,-1.514127733,1.223775432,-2.253794929,2.397895273,4.454347296,0.0009995,1.232560261,-0.446287103,2.424802726,4
7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,2.066862759,-1.049822124,-1.560647748,0.641853886,-2.617295838,3.828641396,4.624972813,-0.003606496,1.184789985,-0.544727175,2.251291799,5
8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,2.163323026,-0.174353387,-6.907755279,0.336472237,-2.733368009,3.17805383,3.496507561,-0.004610613,1.184789985,-0.597837001,2.272125886,5
9.6,0.88,0.28,2.4,0.086,30,147,0.9979,3.24,0.53,9.4,2.261763098,-0.127833372,-1.272965676,0.875468737,-2.453407983,3.401197382,4.990432587,-0.002102208,1.17557333,-0.634878272,2.240709689,5
9.5,0.885,0.27,2.3,0.084,31,145,0.9978,3.24,0.53,9.4,2.251291799,-0.122167634,-1.30933332,0.832909123,-2.47693848,3.433987204,4.976733742,-0.002202424,1.17557333,-0.634878272,2.240709689,5
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,2.041220329,-0.088831214,-2.120263536,0.78845736,-1.944910649,1.945910149,3.135494216,-0.003606496,1.208960346,-0.430782916,2.32238772,7
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,2.186051277,-1.237874356,-1.049822124,0.641853886,-2.70306266,3.218875825,4.043051268,-0.003004509,1.156881197,0.3074847,2.332143895,6
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,2.292534757,-0.616186139,-0.798507696,0.832909123,-2.645075402,2.772588722,3.688879454,-0.000900405,1.220829921,-0.478035801,2.240709689,5
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,2.251291799,-0.527632742,-0.820980552,0.832909123,-2.645075402,3.044522438,4.219507705,-0.00080032,1.241268589,-0.46203546,2.251291799,5
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,2.292534757,-0.616186139,-0.798507696,0.832909123,-2.645075402,2.772588722,3.688879454,-0.000900405,1.220829921,-0.478035801,2.240709689,5
9.5,0.59,0.44,2.3,0.071,21,68,0.9992,3.46,0.63,9.5,2.251291799,-0.527632742,-0.820980552,0.832909123,-2.645075402,3.044522438,4.219507705,-0.00080032,1.241268589,-0.46203546,2.251291799,5
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,2.292534757,-0.616186139,-0.798507696,0.832909123,-2.645075402,2.772588722,3.688879454,-0.000900405,1.220829921,-0.478035801,2.240709689,5
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,2.054123734,-0.446287103,-2.302585093,1.791759469,-2.162823151,1.609437912,2.397895273,-0.001601281,1.214912744,-0.371063681,2.312535424,7
7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,1.987874348,-0.400477567,-2.995732274,1.280933845,-2.234926445,1.791759469,2.995732274,-0.002803927,1.223775432,-0.46203546,2.312535424,5
8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,2.116255515,-0.168418652,-4.605170186,0.78845736,-2.659260037,1.609437912,2.63905733,-0.003305457,1.199964783,-0.544727175,2.397895273,4
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,2.163323026,-0.733969175,-1.203972804,1.029619417,-2.718100537,2.302585093,3.33220451,-0.003606496,1.202972304,-0.400477567,2.415913778,7
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,1.902107526,-0.867500568,-1.30933332,2.151762203,-2.688247574,3.17805383,4.997212274,-0.005213567,1.150572028,-0.562118918,2.424802726,6
10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,2.370243741,-0.84397007,-0.94160854,0.78845736,-2.244316185,2.079441542,3.465735903,-0.001400981,1.061256502,-0.693147181,2.261763098,5
9.8,0.88,0.25,2.5,0.104,35,155,1.001,3.41,0.67,11.2,2.282382386,-0.127833372,-1.386294361,0.916290732,-2.26336438,3.555348061,5.043425117,0.0009995,1.226712291,-0.400477567,2.415913778,5
15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,2.766319109,-1.021651248,-0.430782916,2.014903021,-2.343407088,3.091042453,4.262679877,-0.002402885,1.091923301,-0.174353387,2.701361213,5
9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,2.240709689,-1.108662625,-0.527632742,1.029619417,-2.538307427,2.197224577,3.401197382,-0.002402885,1.137833002,-0.616186139,2.48490665,6
8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,2.151762203,-0.755022584,-0.755022584,0.875468737,-2.603690186,1.945910149,3.36729583,-0.002102208,1.124929597,-0.776528789,2.251291799,5
9.7,0.55,0.17,2.9,0.087,20,53,1.0004,3.14,0.61,9.4,2.272125886,-0.597837001,-1.771956842,1.064710737,-2.44184716,2.995732274,3.970291914,0.00039992,1.1442228,-0.494296322,2.240709689,5
